,Unnamed: 0,content,uuid,predictions
26,40,Mind Hacking,ee86975b3f4f43edab11be1735c49fbf,security
27,41,The Globotics Upheaval,d4d86d3e2bf244f3b24bf51c84f413f0,hardware
28,42,Radical Simplicity,bc26c4b880044b34915fb7b969f6a1e3,personal skills
29,44,Freedom from Anxious Thoughts and Feelings,cb061b733604455a9317b69391e733b3,personal skills
30,46,1% Better Every Day,c5f5cdbfca644c31ab99f1d6cae06dd6,personal skills
31,47,Unstoppable Teams,bea88804f5734efa99e32c483c3e2a8c,leadership and management
32,52,Design Thinking at Work,ba17f5eef072471bbe9fb6d6ae20953c,product management
33,55,The Ultimate Sales Machine,360258f3dd65406b8e91be03c31af0f1,product management
34,57,Mastering Collaboration,132d1c7672bb4e9b8483dc8b2b1234ec,networking and telecommunication
35,58,Supply Chain Risk,46cc4a2678ab4aaf972733c08ceba2d8,security
36,59,eLogistics - Logistics for Ecommerce,863899d6d8c2465b9c65c405de8bde2d,product management
37,60,Why Everything Is Sold Out,5a1da4382ecd4b16a47c417e62aebcd0,product management
38,63,How Supply Chain Transparency Can Help the Planet,848ff07570ae4097b41e14aabab01130,leadership and management
39,66,The Street Savvy Sales Leader,4f0c0c87a7134649a53cc16d72c30e99,leadership and management
40,67,Too Smart,e306243ef9e144c9ac729d2e9ed574d4,personal skills
41,68,Chinaâ€™s Supply-Side Structural Reforms,4809962fb7d34dcfa714c280ee06c3d7,leadership and management
42,70,The 7 Habits of Highly Effective People,d2eb28fba5c9405a93b1a30a40e40a75,personal skills
43,78,The AI Advantage,45a49d36b8e9426ca8125524cb169bee,data science
44,81,Lead. Care. Win.,64109293c003464fbf881ce04aa01a76,leadership and management
45,83,The Ethical Algorithm,cbde7af302bb4cc98a9964d6c7694c58,security
46,88,Atomic Habits,ea3896050cdc4b07996cea1cc6ed9fba,personal skills
47,90,"Selling to VITO, the Very Important Top Officer",710844c127014f09b11fac1b6ee6809c,product management
48,91,The Intelligent Investor,37decb29a62d41079bbe0ad423987364,leadership and management
49,92,Deep Work,a9545e40d811490c89d2e70e65451b3f,data science
50,93,The Laws of Human Nature,744286c889e849119d4ff81a1f1cfde3,personal skills
51,97,Improve Your Virtual Meetings,15f6aeb6be72461bb0dccccfa6c08492,networking and telecommunication
52,99,The Age of Agile,4331dbe405ef4ac385d5c6cf1c22e06d,software development
53,100,Testing Business Ideas,2fabcc53787446beac6b7014ffe36542,product management
54,101,Mini Habits,a7477051157a466fb53813e2a4aa51b3,personal skills
55,103,Eat That Frog,7566950b9e064ea8be35f8d04ba95c27,personal skills
56,104,The Motivation Myth,4c92d0799d1f432da69ab710a0d8b8b2,leadership and management
57,106,The Power of Impossible Thinking,e42bba90084642fda87e21909cf93e48,personal skills
58,107,How to Beat Decision Fatigue,948c9f35943741539ea5d250dc7733a4,leadership and management
59,108,The Stress Code,a891718424f64625bbc65bde81fb7bc0,security
60,111,Making Up Your Own Mind,f3c555f682a44bdd8e3657dab681b1e7,personal skills
61,113,The Velvet Rope Economy,9d17aeec8d3a4dc495094f37e8861f62,product management
62,115,The Manager's Path,dc3174eb50c842e7aaddbe7b8121b050,leadership and management
63,117,Live From Cupertino,a294b907e4ce4198874c94420fa82979,hardware
64,131,The Art of Innovation,f6cd1b38b21141c6ab2d82ed846ae41e,personal skills
65,134,The Impossible Climb,7c1fad910d964c8f8539209a94a9a3b4,personal skills
66,138,Sales Don't Just Happen,e033ee109113494fbbe8c1823d17e086,product management
67,139,Beyond the Sales Process,2cf045e2e1274eb7941b1723ec5b976a,networking and telecommunication
68,142,The Confidence Plan,edbea63e1eb74e4eba5b3cc740d25cd4,security
69,143,Health Design Thinking,c6520967cbca4b8a99b1fe7d5a3696b9,product management
70,144,Cybersecurity and Cyberwar,b7898d2950e943d6ad577c8b01a21d0d,security
71,145,The Courage Map,31f0d8b97ea8405a91b286e34e51704f,personal skills
72,149,The Future Leader,1942e27dc0c642449fdc94f397446356,leadership and management
73,156,Speak to Win,ff6a85fa45794d599df79bf3013a08ec,leadership and management
74,159,7 Mistakes Every Investor Makes (and How to Avoid Them),70c0659beead4bbb8071efc470ba3f82,security
75,160,Presenting to Win,f0fdbf4ea87643e2b121285b9304cf19,personal skills
76,161,The Wisdom of Finance,26e98e2721844b8eb5d3ffda9187715a,leadership and management
77,162,Crucial Conversations,d0efa8bd152e4692ba494c46a88cbf2b,leadership and management
78,163,Measure What Matters: OKRs,867f09a3a186405c8f5cb9432a7feba8,operating system
79,165,Rich Dad Poor Dad,dd188a1078ae411386bf24d591186400,personal skills
80,168,Serve to Be Great,31843aafc6f6494a967ff34c848dae2e,leadership and management
81,170,Turing,f97589bbb047481fa28f221fcaeb37cf,leadership and management
82,171,Dare to Serve,82d78eb42b9c45cd93fd4064a83678d7,leadership and management
83,172,Servant Leadership in Action,c3f187fdf0284b04a9f22af42636d480,leadership and management
84,173,The Servant Leader,6a95fa85d9f64f69ab42c4b0ff6fdac8,leadership and management
85,175,The 60 Second Sale,2f705a833399455b9306860ca49e44a7,product management
86,177,Better Than Before,ea921d3c0ac149859202c11f21863632,personal skills
87,179,Social Capital,57ae3e08cfbb4bf4b41dd5707c7a34d4,networking and telecommunication
88,181,The Alter Ego Effect,2a077c5288d447f1b9f76804d3fb41b2,personal skills
89,183,Career Fear,281a724819ef45418d9f94cc9ad81043,leadership and management
90,184,Virtual Selling,f1e847c8032e430cb565e68d90874343,networking and telecommunication
91,186,The Culture Map,931a7d01f8064f3d90721f08469c9d88,leadership and management
92,187,Designing Your Life,9a394df5e92843619df19d2a5b51438c,personal skills
93,188,How to Stay Calm When You Know Youâ€™ll Be Stressed,298de99cb1044ff7b51eed95c9254d27,personal skills
94,192,Welcome to Management,7d9ef45257ad4bffa116b00cc3ec1679,leadership and management
95,193,Ultimate Presentations,c2cf02db7fdd49b69de87793d1233051,leadership and management
96,196,Every Company Will Be a Fintech Company,18440585938d4d0c871448ee9c78968e,software development
97,197,No Filter,b269bee288054481a971d60aa89879fb,leadership and management
98,198,Capital and Ideology,fc84b85175d44ff49b19cc2a122695a7,leadership and management
99,199,A Former FBI Negotiator Spills The Secrets for Winning Any Exchange,356e6f3329fa40418c688f6fa9c06ddb,leadership and management
100,202,The MBA Reality Check,2fc8c0c0590b4725865eef65f5e95028,leadership and management
101,203,The 12-Hour MBA Program,e6b9113da54245778e6e22e9806c7702,leadership and management
102,204,The Obstacle Is the Way,070cc483137b456187deea69c3646b55,security
103,206,Range,6897469c4c1143c8bd782798fe5eb9d5,leadership and management
104,209,Stillness Is the Key,2dfa235445dc473e89c58f231daa33bb,security
105,210,Dance of the Trillions,05aec549f3ca437caec2933544feb011,leadership and management
106,220,Deep Medicine,1cc057e904134c50902fa597bab8db7b,data science
107,222,Financial Freedom,8e49e9a4c80b4a44a7f2d4f444e9b160,security
108,226,Sales Growth,f7286c5a35f14f13a14f083dd8b4eea0,product management
109,228,Sales EQ,df0a78cc0f0247719564f7d11e71052b,product management
110,229,Sales Promotion,256374dc674942629f520dde1cf4959b,product management
111,230,Proactive Sales Management,ab104448c8564bd5b4d937d7eae5fba3,product management
112,231,Utopia,324e4f5f49f4436c9528cf296e583f75,leadership and management
113,236,Dare to Lead,7b631dc879a1452e879c17f1229cc3f2,leadership and management
114,239,Braving the Wilderness,d40be39a22954613af2215d90f5a06e8,personal skills
115,240,Rising Strong,0f7333e069b6403d84c6f4320ae86051,personal skills
116,242,Barking Up the Wrong Tree,02f7ab0811bc4e6386bd21a61478f84f,personal skills
117,243,Daring Greatly,c9fa2d36812d433595d41e5d07a1c3bc,leadership and management
118,244,The 48 Laws of Power,aad6f8bb42ce4142aa5b2178e4ff9aec,leadership and management
119,246,Radical Candor,90825eb4c21e4740a584316b34b3a5f6,personal skills
120,249,The Blockchain and the New Architecture of Trust,68d2df019721481cbc9c7c48cf0fe9f2,security
121,252,The Coaching Habit,bae6188e074148308a388b8f21550ded,leadership and management
122,253,Fighting the Gravity of Average Performance,2529ec6ce31d4c75bd3e2d0fc29f838f,product management
123,254,Understanding A3 Thinking,a5aa9813cc6f4d01a28a48bc2c830429,personal skills
124,255,Marketing 4.0,1d7e884bea9145cebe8e486e77be15b7,product management
125,256,The Leaderâ€™s Guide to Mindfulness,c8887830019c42e78b2685c029bf9322,personal skills
126,257,Taking Minutes of Meetings,d315b40af65f4df0872331c514b97ad5,leadership and management
127,266,Start at the End,dc71532c1ed94b3b9ae13b1f8afa6aec,product management
128,267,Workplace Learning,285280ba2bca4b29ba83dd0644b0fb01,leadership and management
129,273,Lean vs. Agile vs. Design Thinking,7e000e01f2e341b2bdfeb815b571d974,software development
130,276,Three Personalization Imperatives During the Crisis,f56364524af649a38ad412a02f1ec2dd,personal skills
131,279,Turn Enemies Into Allies,28c79511eb6d435eb6b77f00f128be4e,leadership and management
132,281,Predictably Irrational,c9377ba55f3a4506b094d1f35ce1d2e7,security
133,282,The Future Is Faster Than You Think,7bdd010fe56543279f97645bd90ce64a,security
134,283,English is the Language of Science. That Isnâ€™t Always a Good Thing,57c061b36ab543c4b6050a10600b930a,security
135,286,The Playmaker's Advantage,983f013429a6408b9f6dd9ba31ee246b,personal skills
136,287,18 Minutes,c97313a544d5425b822a2da714f7175d,security
137,289,The Brain Advantage,8bc520aa703d42b6aa14531ff03bd15d,leadership and management
138,292,The Rules of Contagion,585e487c2a744648a915b14ca990cce9,security
139,294,#SalesTruth,e5685f52d3f84cdfad30f81ebb9a5213,product management
140,300,Mental Health Strategies That Work and Donâ€™t Work,b431786f6ca3460fbd195b271058759e,personal skills
141,301,The New Attack Surface is Your Life,44bb38bb309543d1bbe7dda528fe6855,personal skills
142,305,The Only Sales Guide Youâ€™ll Ever Need,6967e60d47f2463eba97160c5eed7ddb,product management
143,306,Work Together Anywhere,cb01aea180db43d090bc43cef86d806d,networking and telecommunication
144,314,Effective Sales Enablement,b3ac986a920746c08ebc2b5381a1e6b9,product management
145,315,Lean Production Simplified,67a4972637ff438d88d3ad33d07fcb2b,product management
146,319,The Second Machine Age,e633746eb00345c088324335d989a6cc,hardware
147,320,Human Compatible,73aaebdf174d463b91d6d8435ef8049a,personal skills
148,323,The 5 AM Club,2350bee273fb4f31958ba9ac85129a06,leadership and management
149,325,Winning with Data,b6411ce78996478fa8a54223e2131658,data science
150,332,How Do Banks Interact with Fintechs?,c477c6f4a2e34c4b86ad30a3feabdaf3,product management
151,333,The Business Blockchain,5ee44dabc8b64d5481df556a5da8b6d0,security
152,335,Performing Under Pressure,5fdec245ecc14adcb6394b95aa1f3900,leadership and management
153,336,The 27 Challenges Managers Face,853c9dba6d6e455f91b79995c206939e,leadership and management
154,338,The Successful Investor,13ccf0738bcd4cb59c3c0c0ae6f13186,security
155,342,Chaos Monkeys,8538d446d01949f3a2c55415d3088c80,personal skills
156,347,The Four,09de9a0fc88e499ca24797bf6c9f7ec0,leadership and management
157,349,StandOut,76d077aa5b994689a789a39a88abbf2a,personal skills
158,351,Restoring the Soul of Business,3be553668cb84e6aa04df4a2cdbab704,leadership and management
159,352,Focus,e6dccf7dd27f40b9bb005df73e14d80f,personal skills
160,355,A Mind for Sales,dd838518018a4d04a85444cf9f953e9c,product management
161,357,Make Your Bed,627b6d3cb0164725bbd7cc1e8d903599,personal skills
162,365,Aware,04b912ff87ec4585a681068e0f89c0ff,security
163,368,The Listening Leader,51f8844ef4404aa0b2fd87606ce2747d,leadership and management
164,376,Women vs. Capitalism,302d66153bef4c9cad04efdc2b6ccf67,leadership and management
165,378,Zero to One,e7594e08a8664c3ebb86047c001aa1fa,personal skills
166,380,Dreyer's English,4daa225d17ff406982b83795dd4d1b87,personal skills
167,382,The Founderâ€™s Guide to Writing Well,b56689752f16456c9ecbfb6cf6883aa5,personal skills
168,386,Sapiens,9f15d0ef32aa4a03830b8cf45b2874e4,personal skills
169,391,The Advice Trap,67c844ea0b2b4ca6b25c2a9f42a3f52c,security
170,396,The 33 Strategies of War,c296c6dda88b4ba8994da65e68fbffb6,security
171,397,Communication for International Business,4a3f8e616d784708ac0d73090a92aea6,networking and telecommunication
172,398,Skin in the Game,745a1ea1250a4a2eba364a6fcde9c973,personal skills
173,399,50 Erfolgsmodelle,6ec98f513bd84d3083ce0f1c1adcb726,personal skills
174,401,The Long-Distance Leader,758773a651e54f718537481603f1dcc7,leadership and management
175,406,The Do's and Don't of Online Video Meetings,dc0b18c5076d49eeba933e93e6d75a03,networking and telecommunication
176,407,Triggers,3c9791ad182c47c9b8975ea0f6104554,security
177,411,Churchill and Orwell,31bef0cafe19438da66ee745c6480a88,security
178,412,Hidden Hand,d5da982b7d2746ca8ca0f11a2f3b62f8,security
179,414,A Passage to India,5649e69a0b4648d58c5fc6f14d7518db,leadership and management
180,416,21 Dirty Tricks at Work,0062136aa6ef4b4fb9c8a7576f0d0fde,networking and telecommunication
181,418,Nudge,465d14eb2f8648dfb17ef7c3f781dcfb,networking and telecommunication
182,419,Give and Take,48b6552e4a09487cb79fcc0cdce14b12,leadership and management
183,425,Mastering Civility,cc4b3fe3d96f43e9b0b58d1193229158,personal skills
184,436,Ageless Marketing,29caebf612554f1e914ced337efe2f00,product management
185,437,Hacking Marketing,607099b2b76d43b3bc6b689e05dfcd4a,product management
186,438,"Serve Up, Coach Down",9e8c9371943b497e806c3329aba4f74e,leadership and management
187,439,How to Lead When You're Not in Charge,c162bf916b39451e8f0196e9f5a250c4,leadership and management
188,440,The Right â€“ and Wrong â€“ Stuff,8a45c6c1244b437f9c1aed60c74a5085,personal skills
189,441,The Fix,b8fa888db52b46f48a1c3732c0ad6a9b,personal skills
190,443,Leaderâ€™s Block,3ae0227380e74a78a81fdbfb067d8462,leadership and management
191,445,How Google Works,a48294e2a1274259a1f3abb5c2a74e61,software development
192,449,The Courage Habit,756bafa464a442b9a3e474c1ae52a260,personal skills
193,450,Step into Your Moxie,52f9bb9dc0ff4a629dc37d8fd1fabce3,personal skills
194,453,Product Management in Practice,3e2dd068b1874912a78dcba117776253,product management
195,454,Storytelling with Data,5eeb40c18d4942c09b46a5e7831afa3a,data science
196,461,Invisible Influence,7a62113b66914f43a8f8123e3318e2b3,security
197,462,How to Win Friends and Influence People,e741618557174d8983be06e144cdf9a5,personal skills
198,469,The Leader Habit,9ba11e331d554f07bf2d57a5723abdbf,leadership and management
199,471,Game Changers,c12f0c333df24b478d268a9e410187ec,leadership and management
200,479,Scaling Up Excellence,06abde329a71427f8af6c769cb93b087,personal skills
201,483,The Biggest Bluff,4fdbc137d85f4adeab9b91a37260a56a,personal skills
202,484,Thinking in Time,3910a83696ee433f94acf3156bef5f5f,personal skills
203,485,The Infinite Game,f7aae53858e84fcbb71e27e7f424bd9e,software development
204,488,Thinking in Bets,bd4c0a682ac141e6b9d677fcf9232a47,security
205,489,Humble Leadership,7c744a74b4394ed2afe8f5bf4f282b13,personal skills
206,490,Cracking the Leadership Code,be3854a464054fc8b9ec0e9b8efd59e6,leadership and management
207,494,Creative Confidence,3d842ff8fe2c49f38356aeb7a5755d18,personal skills
208,497,Quirky,acfee63722e547c68356cc33b985235f,personal skills
209,498,INKED,96b99f97f60f4deab3707986f508217a,networking and telecommunication
210,505,The Logic of Scientific Discovery,0bea633c133c4f819e5c3e1b8bc2d86b,data science
211,506,The Outcome Generation,2a4b7a7a4e1c4b3fb26c00867bd66868,leadership and management
212,509,Open to Think,bf06e1ecc60b46d7ad7ca13fd187fb49,personal skills
213,510,Hard Work Is Irrelevant,831f9809c74049068d2fca1436144390,leadership and management
214,511,"Youâ€™re Not Going Back to Normal Office Life for a Long, Long Time",fd8fed1ea0fd41578941d1aae1ccae36,leadership and management
215,514,Why Things Go Wrong,661b88f55c444ab6962d2ec75b6832fa,leadership and management
216,515,Antifragile,3c7ef88e5dbe412aa9e47c33e60dfd66,security
217,517,Why Remote Work Is So Hard â€“ And How It Can Be Fixed,2447c7828eb44f329f0a4a0ab4c4706a,networking and telecommunication
218,518,The Pain Relief Secret,c87686501e2745f99c2fc0d803664ffa,product management
219,519,The Power of Habit,5c5910638b804f9cbb74754479fec66b,personal skills
220,527,Visibility Marketing,35fa5f637d6a4c239d1e3eb01352f317,product management
221,528,Marketing Accountability,2999c9ad08fc4fbd9b6e206cfba40f33,product management
222,544,Words That Work,53c2cdfaa9984cb180459a879d939634,personal skills
223,548,Subtle Acts of Exclusion,0d489c8c46dc4b3d9802bac62cc682b6,security
224,549,The Little Book of Big Change,fd0534ec0e3344449c3378f8b1ccbf71,leadership and management
225,551,Iterate,24637ed6f8d04de5a309bff646fe151f,personal skills
226,561,"If we want more companies like Patagonia, we need laws to enforce it",53775c91773a418c873298779e9f5e4b,security
227,562,COVID-19 Risks Outlook,f103628b643843da87dd4dce9e93f5f0,security
228,564,On Growth Mind-set,79e8293383f74aec8b895e8c8a4854d9,personal skills
229,565,Seven Steps to Managing Your Memory,503dcd00995c49e6a8537ddf91613797,personal skills
230,571,The Right Kind of Crazy,463271713a0d4b228e9c93d68707c676,personal skills
231,580,How to Be an Inclusive Leader,10b3bbad424e4f8c84261aaaf50c9bf9,leadership and management
232,590,Lead and Disrupt,0e148ad3ddd14b7a8b3a117372526cb7,personal skills
233,591,The Surprising Science of Meetings,c560b18d8c554168bfbf992dfab5a37b,leadership and management
234,592,Innovation and Its Enemies,13cebfb66cfc4c26aefdc99c5eeebf4a,networking and telecommunication
235,593,Radical Technologies,7805bdafb1304c73a23f3485e4d67d27,security
236,594,Better and Faster,ee8751613b5745a1b5a3c5a61c5746b6,personal skills
237,595,How Leaders Delude Themselves About Disruption,b5706183431248708bbcea40df33df16,leadership and management
238,596,Out of Our Minds,e77316b2536140248eea170c5b740e0e,leadership and management
239,597,How The Mighty Fall,a2112b96ff424815ab0176f31836eba1,leadership and management
240,598,Algorithm-Driven Design,2629283a67c34c3ea3e176b6d3630129,software development
241,599,The Top 10 Cloud Myths,9eeecaa7525b4048a1f830c127055909,cloud computing
242,600,Think Outside the Building,72f262b8958344a482ba5fbe7bfe6ac5,personal skills
243,602,Evangelist Marketing,bf00d9f926bd40b093b900a3837260d8,product management
244,603,The Start-Up J Curve,065e071896d64155977753c1793623d6,software development
245,606,Nonviolent Communication,16ac757aea4c4403b70fa5993e5a3789,personal skills
246,627,Informational Interviews in Professional Networking,51bb62ce33264993af00bca0e2528d9c,networking and telecommunication
247,631,The Age of Thrivability,d5f9c95ccdea42569f867a636472dcbc,personal skills
248,634,Emotional Habits,b331f2f312b84075b747200afbc85a91,personal skills
249,639,The AI Economy,f88af9375f4848e589a4fee01af240a9,data science
250,640,Unlocking Creativity,ececa9e74d3642f9a73b9bfe593f31de,personal skills
251,642,No Excuses!,c36d2643bc4d49d2ab82cbbe5a2619e5,personal skills
252,643,Critical Thinking,618afaf9f3394e46b18fd7c1d6a3691a,security
253,648,The Introverted Leader,3bb8651b306644998ef2e3ac98eed6ca,leadership and management
254,649,To-Do List Formula,8cc47d7c6fdb47c2bde931a7e04da4bc,product management
255,655,Raise Your Game,6ecacd232d8245d1847a18d425d278c1,personal skills
256,656,The Decision Maker's Playbook,a7b3edd6b1a346958b7c223b29d1ef1c,leadership and management
257,659,Clockwork,2430d2d785654d87b0e0d07761ae747a,hardware
258,661,Lead with a Story,4d99f28ca7b2498d84dc7db7cac1b359,leadership and management
259,663,Everyone Deserves a Great Manager,825e963938fb4471aa290ed6ce680edc,leadership and management
260,667,Unlocking Leadership Mindtraps,af62d8c273a9494591e0c1b325526203,leadership and management
261,669,The Fearless Organization,3e8c4f6959584018b8a6d5e41e6070fe,leadership and management
262,671,Nudge Management,49441537e3e447458b7309bf0aca4f5c,leadership and management
263,678,"Wherever You Go, There You Are",e48c9684ba194dfb8cdcccd2813abee9,networking and telecommunication
264,686,The Purpose of Capital,9fd01b80354348a4808c9c592774d27f,leadership and management
265,688,Take Steps to Counter the Loneliness of Social Distancing,dc178d73acd344b386babe42fda2d71e,personal skills
266,691,The Essential Art of War,daa00f86c0fc48b9b8aa05e097488b35,security
267,692,How to Turn Stress into an Advantage,c04e0e9576e34ce78b11786f9c43bf09,leadership and management
268,700,Confident Data Skills,2a072981096e4d5bb9dc198d024f6ad4,data science
269,708,Off the Clock,8a797819b732468892bc0543778620cb,security
270,710,Bring Your Human to Work,16522e0f3cfe4d2a89765f9ef6ac5cc8,personal skills
271,713,Reimagining Capitalism in a World on Fire,a07c7ae347af473897deae1fcd69f0d7,leadership and management
272,720,The Remote Leaderâ€™s Guide to Managing a Team,e1cb1accc882400bb968aada8b3f1b4d,leadership and management
273,721,Leadership Team Coaching,7736103a55bf41b8b9d040e887f05d84,leadership and management
274,722,12,7fa0f99cdacc42ed87f7e0a4ea192eb9,security
275,723,Tools for Team Leadership,92535225772244b69cc3fcb39c6a9970,leadership and management
276,725,Competitive Advantage,2c33046dd2644238b1a598762cd74b05,product management
277,729,Leadership by Algorithm,d5e22a316cd34bfa901e7cb6acf744a3,leadership and management
278,736,The AI Organization,7c788b5610ba412f8d1a2bdcc4a529d6,data science
279,737,The Deep Learning Revolution,16977a07931641db85bd654e467bf4f3,data science
280,738,Click Here to Kill Everybody,39a117b3855a4644a32816c9c79aa3d9,networking and telecommunication
281,739,How to Create a Mind,e337913ef7a3424eb18c98211fbf5ce8,personal skills
282,740,Strategy For and With AI,48481ff1ab67431eb7286fa1faab39ee,data science
283,741,Homo Deus,1366bd6048804838a8dc85e33269032b,personal skills
284,742,Top 10 Digital Transformation Trends for 2019,1834aca8b4fa428b8e3b9c1920e47e07,leadership and management
285,745,The Third Wave,cce7ee50e6fa441db5f267cf0018c5e5,leadership and management
286,756,Stronger,d8d66598c11c4afe82a4a63c2ccf6fee,personal skills
287,757,Simple Sabotage,8b0b7cffe3554b169b517018f471a81a,security
288,758,Pulse,805abb1492c341faacde0f3f77552087,personal skills
289,759,Change Anything,b33f756777e24ce8a9bccbaeb3c977ed,personal skills
290,763,The Intelligence Trap,252bb634e83246e7a4f00cd8b0388dfc,security
291,767,The Most Powerful Woman in the Room Is You,a13007ec6e904aed85a0ea31d68107ea,leadership and management
292,768,Objections,73118485324c4b20adaef6c7e8f26a49,personal skills
293,773,Writing to Persuade,7299626613474ec893e3c89a0b78f148,personal skills
294,774,A More Beautiful Question,a85fc88681a949578818263d1d6af281,personal skills
295,775,Common Sense,5dffb035302b47a49ce9f6161d50923c,personal skills
296,777,What The CEO Wants You to Know,a82743c1d7464412abd3844049917f46,leadership and management
297,778,Simply Said,e18714ec1ca5406f9092d1388d687bd2,personal skills
298,780,Problem Solved!,f822b80788154c87bcd4d8b516dcabf7,security
299,783,Communicating Change,327c8927bc1f4350b2e18547d71b7fb8,networking and telecommunication
300,784,Manâ€™s Search for Meaning,5fcc6b0b76374131918bc77d9c4cc3ed,leadership and management
301,794,Great at Work,ca62967167d749778bd1326502eb1ede,leadership and management
302,801,This Five Step Management Plan Will Help a Remote Employee Who Consistently Fails to Perform,c9d6ec16b25541a89957217275a78ee3,leadership and management
303,803,The Big Reset Playbook,1d881e50ea1b44db88b6d7b42809fa80,leadership and management
304,804,The Unashamed Guide to Virtual Management,ce59ef3bc0334eab8eda9dafb6a6fd61,leadership and management
305,817,The Power of Now,a299e3a23f0f44f0b4a498fcd7ce25f2,leadership and management
306,821,The Little Book of Common Sense Investing,5ee497b3169f4c2fb783d4155beb94fc,security
307,824,The Relationship Economy,9a50f1e1f033456189debf392efc34a6,leadership and management
308,835,Execution Plain and Simple,9f6655e8ed7c4382bdb4f841eb4957a7,leadership and management
309,842,Of Mice and Men,fcc4ffcee07441bc9cbed0e6fc310d9c,leadership and management
310,843,Digital Minimalism,7a8ad520d43243909069948560c9862b,product management
311,853,Strategic Doing,50636e06afab431dabcb125dbd92b9f0,security
312,854,Strategize to Win,6bb9f05759364e7fa9d591dea8b74cef,leadership and management
313,860,Why Does Writing Matter in Remote Work?,a5b6b3350b2c466a95404807319bf8ec,personal skills
314,862,Problem Solved,cca479d742354b43abc478c39c8bc8fb,security
315,863,The Art of Thinking Clearly,42de9c4948894b30918812153434bdf9,personal skills
316,869,Genome,d34830fa874b428e9dfb98c583dd4344,security
317,870,Cure the â€˜Mondayâ€™ Disease,e64b27c600a741daa1a2eeaedd048eec,product management
318,877,The 30 Best Pieces of Advice for Entrepreneurs in 2019,d5ab52c65eb5429c927a8ff4a57f653f,security
319,884,12 Rules for Life,26dbb994169245a3b9e803153c12fdd6,personal skills
320,888,How to Ask for Help â€“ and Get a â€œYesâ€,5b5e8a48980d48d4906156eaff91cd0f,personal skills
321,893,Data Feminism,a43b8ca2f6ed4a29b274a96c1eee0d2c,data science
322,897,The biggest risk in business right now is grief,4bcd744fbaf2410485dacdc2ab06debb,leadership and management
323,909,Who Moved My Cheese?,3ed2571b13c841ab90a8cf32890b0737,product management
324,910,So Good They Canâ€™t Ignore You,c94e46f3cd804f34b81b8f0cae17c839,leadership and management
325,912,Do Over,0b73090e57434502805839dd9adb0ee5,personal skills
326,913,The Bubble Economy,93859ffc86d846929a60f1301f0ec996,networking and telecommunication
327,917,The Fast Forward MBA in Project Management,8aa8d77152fa4fbfaa6e7e6178086dd2,leadership and management
328,919,Acing the Interview,69b978ccff1643ffbc8f4f86d860c240,personal skills
329,921,Great Answers to Tough Interview Questions,c31400c0ba794fbf9a2e4c128c8f2ed8,leadership and management
330,923,101 Smart Questions to Ask on Your Interview,226f270113e54293a4d9ae4c50be25b5,security
331,936,Microlearning Short and Sweet,70660e6be32c470c84a2d6ad4fe48ecf,personal skills
332,1065,How Brands Grow,e198f18d9ec1483584fd717bc030140d,product management
333,1067,Leading Meaningful Change,b7abb314697044f48f253011338325ec,leadership and management
334,1068,Becoming,5ee97bc6dc1c4d1b82ea33b68b9ffacd,personal skills
