,Unnamed: 0,content,uuid,predictions
58,72,Introduction to Security and Architecture on AWS,22f9732e87434226a48b20af0b19418b,security
59,73,Designing RESTful Web APIs,450a25505d014cd2b0fbe00c7cfb34fe,software development
60,75,Getting Started with Apache Kafka,1c3d30bea7da48fab462091cf1abf455,software development
61,77,Cisco Core Security: Security Concepts,663c03cb456249969115fcdb5da83739,security
62,78,Pandas Fundamentals,aea6686387b04ae381168acbcc65b7e6,product management
63,79,Creating Reusable React Components,b027acbfa00b4d18bdc29276c49a6c0c,software development
64,80,VLAN Operation and Configuration,dd61fbf1e79a41f2abf5525980375820,networking and telecommunication
65,81,Network Layer Addressing and Subnetting,c599f6e5014949d3a160d62e7aa4a0da,networking and telecommunication
66,82,Understanding and Applying Financial Risk Modeling Techniques,5c23a7fadcb54af9936a3bec5b663731,data science
67,84,Automating Cisco DNA Center Operations Using APIs,d1a3c374c6bd4b7781a91038ab933165,networking and telecommunication
68,85,Become a Full-stack .NET Developer,3d80f59515574a839735f7b012dbd2ff,software development
69,86,Algorithms and Data Structures - Part 1,c81c8d6e0c8d4fd88ba58234303e1a9d,data science
70,87,Fusion 360 CAM: Toolpath Essentials,6004e825982f43a393d1ccddc734dbb1,hardware
71,88,Getting Started with Modeling in Fusion 360,246a50b676534fe6ae90a6c0ccfb0f3a,data science
72,89,"Communications: How to Talk, Write, Present, and Get Ahead!",62fb8d9d23b24a4a89bb7d529d968dab,networking and telecommunication
73,91,Advanced Python,3b6d332d355548f6b1a6fe6e0f00b418,software development
74,92,Microservices: The Big Picture,85192a3a383246889072e86651072d4b,software development
75,94,Node.js: Getting Started,0818be9304a04c53a0529556cabd5487,software development
76,95,Java Fundamentals: NIO and NIO2,538a0e27f2f14e79bd26e34504729ffa,software development
77,97,TypeScript Fundamentals,83b5380ac298480fb2e848145ea87b7d,software development
78,98,Clean Code: Writing Code for Humans,a6f7e0dcca844774a04aa727f0390cec,software development
79,99,Fundamentals of Machine Learning on AWS,cb9bcfa0c84245348aa3142b4c2a1e09,data science
80,100,Data Engineering with AWS Machine Learning,1d58dbe3575742fa9492f00fdb5accd0,data science
81,101,Learning the Essentials of CentOS Enterprise Linux 7 Administration,8964d7be353342d1bdb284466a1fd3fc,operating system
82,102,Architecting for Reliability on AWS,bee693a9c2df4e1984d64bb04f596f83,cloud computing
83,103,Jira Integrations,bee0c239892e449bb1cd7e0150682bab,networking and telecommunication
84,104,Jira: Getting Started,e982a2627518440fa8ce25ccfdd2811d,software development
85,105,"Being a Better Communicator: Grammar, De-jargoning, and Articulation",af82c3aa5ac44f42bdff40dec6e0e0aa,personal skills
86,106,Blockchain â€“ Principles and Practices,2fb44d8b1d5740f7bafac6d133771082,security
87,107,Speaking Fundamentals,76887022e111471b85c8298eb785df7d,personal skills
88,108,Angular Fundamentals,b3903a470287485e9bd43d9499cdf75c,security
89,109,Ansible Fundamentals,d070f1ada43a4cb4ae551588fad5df25,security
90,111,Software Defined Networking (SDN): The Big Picture,098815bbbcd143d58b7d2d7db4036c89,networking and telecommunication
91,112,Databases: Executive Briefing,c451770ef259402fb22a6eb3355ffe15,leadership and management
92,113,Assessing and Enhancing Applications Using Cisco DevNet Techniques,5467376313ca4f02a2494fb1c4f38a4f,software development
93,114,Cryptography Application,49f75c7d7e82462e8db03a6d56ea2ca4,security
94,115,vSphere 7: Configuring and Managing vSphere Networking,afab7ad493ae4a70a572dead5c61a134,product management
95,117,Finding Relationships in Data with Python,e7467803b14449a1abd1089c4d7c85d8,data science
96,118,Communicating Data Insights,33275cacc01547f78be9452d69a5f5a4,data science
97,120,Linux: Email Services (LPIC-2),ae35e167bc2d4ca7ad35c72da69ff087,operating system
98,121,Getting Started with Django CMS,51dd3e701bc4436c9c7d232542b6d165,software development
99,123,Data Science: The Big Picture,fa71dfcf47db4003ac43ee88842076ff,data science
100,124,Fundamental Cloud Concepts for AWS,54b3a5caf64c4786be4123750ba033eb,cloud computing
101,126,Core Python: Robust Resource and Error Handling,6682556970fa46cfa695d767f0ebde44,software development
102,127,Mastering Git,74c1fa6e2a4746a99bb757fbefa80af1,software development
103,129,How Git Works,242d820c8d424b76991095a0ba2b43a5,software development
104,132,Web API Design,f82fa78c31aa4c71a01145fa683dfa1a,software development
105,133,Postman Fundamentals,62d8ac13cfc441e998bdcd6e14d8d2b0,personal skills
106,139,Oracle PL/SQL Fundamentals - Part 1,eba8e89882b84ec9abca153852a147ce,software development
107,140,CentOS Enterprise Linux 7 User and Group Management,7a4ea6523fdc4094a42c77c7dcb7463b,operating system
108,141,Cisco Enterprise Networks: Basic Networking and IP Fundamentals ,8a420a84c0114c6a90185ec782c6f03d,networking and telecommunication
109,142,Managing Anger and Frustration in the Workplace,89830446678a407a89ddee86603d9245,leadership and management
110,143,Angular: Getting Started,2330d1cc56ee45a6bb0f2d38f3e5e85d,personal skills
111,144,Understanding AWS Core Services,0e1524b75d434556be069f0d5e204b73,cloud computing
112,146,Fireside Chat with Google Cloud & The Home Depot,64af6c3f9b30408c9b34ecf8c20fe488,cloud computing
113,147,Getting Started with Google Kubernetes Engine,f0ec51e580b34e45841d3862b7789e18,cloud computing
114,148,Mitigating Vulnerabilities on Google Cloud,7e5dde9af4c1475a805cee947a2c47b2,security
115,149,Essential Cloud Infrastructure: Foundation,e98f601da28d4c48824e22822641459c,cloud computing
116,150,Elastic Google Cloud Infrastructure: Scaling and Automation,fd5c7bcc7da84a468688e3f3917b9a07,cloud computing
117,151,Spring Framework: Spring Fundamentals,45d883994378483d8c019fd1690c4516,software development
118,153,Getting Started with Git,acc9d359715846f288bb6f8d68e01541,software development
119,154,Getting Started with Jenkins,f120f43f2cc64672ab8e6e6cb6cc9b32,software development
120,155,Go: Getting Started ,427350bf46054e6894c8a147897f5565,personal skills
121,156,Java Fundamentals: Generics,413f4e81bb1b4dfb8045173b8c737631,software development
122,158,Automating Cisco SD-WAN Operations Using APIs,6019e2635b2742fb8219cf488695fadb,networking and telecommunication
123,161,Wide Area Networking and VPN Operation,0ddf1b3b2f0548c1935786b05e13e731,networking and telecommunication
124,162,Ethernet Operation and Switch Configuration,d951b7446e9443e098630baa410e624a,networking and telecommunication
125,163,Network Address Translation Operation and Configuration,f755b9886f264343a8511e121a14e53d,networking and telecommunication
126,164,Routing IPv4 and IPv6,2b2fd504e04d4f2cb866fbae6785c4ae,networking and telecommunication
127,165,Managing Cisco Networks via Infrastructure as Code,3c08a145cc24472ea132043f443b2245,networking and telecommunication
128,167,React: Getting Started,75a2be53dfc54bc78090f49fe789c310,software development
129,168,Spring Framework: Creating Your First Spring Boot Application,99ebf139a1d14575b486637832a32def,software development
130,169,"Building a Web App with ASP.NET Core, MVC, Entity Framework Core, Bootstrap, and Angular",6f509d9030b3437da06fdf303527de0b,software development
131,170,Mastering TCP Analysis with Wireshark,9238dc2189e7423e8876ca72c6239bb9,networking and telecommunication
132,171,Introduction to the Flask Microframework,0b4ced0cd1514b7c9eb7209776781840,software development
133,174,Ethical Hacking: Understanding Ethical Hacking,509c82c99b4a4cdb8e13be1d8a85094e,security
134,176,"Cisco Data Center Core: Applying Network, Compute, and Storage Security",a89e810bee314202950f5363ad821075,security
135,177,Building JAX-WS Web Services with Apache CXF,f8de71017a43479e80931d3e11453b80,software development
136,178,RESTFul Services in Java using Jersey,9aab939e86eb4b56ba92f5a80a1402fc,software development
137,179,Introduction to Cloud Identity,323da0fc502648e48b1e2f872afa6e3b,cloud computing
138,180,Kubernetes for Developers: Core Concepts,5eedaeb7919e4870ac7a69482230ed74,software development
139,182,Managing Cisco Products Using Advanced API-based Methods,2be41e2084984a4f97cfc3f9470c5b3c,product management
140,184,Networking Concepts and Protocols,5ec0dfc87a7d4304b85754686d249a46,networking and telecommunication
141,185,Docker Deep Dive,4c031b28589d40acb26c9f65807c6e0f,hardware
142,188,Implementing Cisco ACI ,296cbe7969a74d67a39a72c75b6af7d5,networking and telecommunication
143,189,Cisco Enterprise Networks: Implementing OSPF,31fd89b74a36463a9f2d34b536da7cb7,networking and telecommunication
144,192,Introduction to Amazon Kinesis Stream,6ad118ce3cb94627a2793971e05a7359,networking and telecommunication
145,196,AWS Networking Deep Dive: Virtual Private Cloud (VPC),4256cb46556f4ebcb6b7ed97b0264329,cloud computing
146,202,Managing OpenStack Authentication and Authorization with Keystone,f3f84ed3401948a88e62d3a6611e35bf,security
147,203,Building Scalable APIs with GraphQL,aee8d6566109406c9bb5ee3831cec5d8,software development
148,204,Implementing Amazon S3 Storage on AWS,0c0a426e403148b681b6ddaa62ac3870,cloud computing
149,206,JavaScript Fundamentals,13cb5334ba794e05a5284cdc85eef2ce,software development
150,209,Migrating to Google Cloud,836ba198241c4a8695dcd0ca47830f32,cloud computing
151,211,Fundamentals of Using Cisco ACI,6ed77e0c44b94f43ac024afdde8f2070,networking and telecommunication
152,212,Designing and Architecting the Cisco ACI,35c6fd4d71c14f059f15156d055397cb,networking and telecommunication
153,216,Configuring and Managing Kubernetes Storage and Scheduling,37b0a1a7c21a4bc38ffd5ba489f52fa4,cloud computing
154,218,Networking in Google Cloud: Defining and Implementing Networks,53846b28dea64148840b4912d5a6ffba,networking and telecommunication
155,220,Python: Getting Started,b20273442a8244ab8464ac90804f3d0c,software development
156,224,VPNs and Wireless Networks,fa81c407e8974f69ac68ec1977ae07d9,networking and telecommunication
157,225,Designing Cisco Wireless Networks: Wireless Site Surveys,4a2e301ebe0241ee90f27c64e2270798,networking and telecommunication
158,228,5G Networks: Executive Briefing,857ae4637cfc4f368310161a3b7ea2fa,networking and telecommunication
159,232,Cisco Collaboration Core: Infrastructure and Design,e64b458f64e74386997c3fd5ca6645a6,networking and telecommunication
160,233,Java Fundamentals: Object-oriented Design,9b65f2196d2643ffb1a8e741a1aac272,software development
161,236,Microservices Architectural Design Patterns Playbook,69a7369d41f44334a1ecd12d4b37a40c,software development
162,237,Introduction to SQL,2ffd152d89dd45749381cd9ba271de4d,operating system
163,238,Python: The Big Picture,27b90271ff3c4fe894f24c763acae0b9,software development
164,243,Building Your First Python Analytics Solution,69ddee6e51884312ba2eeffb31752c1f,data science
165,244,Understanding Machine Learning with Python,0cb7108f88e84879925fab47d48ee384,data science
166,245,Design Patterns with Python,165a885f8ed74fa5924c40ae40f3333a,software development
167,246,Build Your First Dashboard with Tableau,9d50813d3ee845449b5bdccb53a263f1,software development
168,248,Introduction to Presentation Design,8111523d2a814e48b802a174de62a783,product management
169,250,Introduction to the Cisco Certified DevNet Professional Certification ,6b7b38368f7842b9ab8acea33eabc024,networking and telecommunication
170,257,VMware NSX for vSphere: Network Services,36b74881512943949a0fd29a461fed7e,networking and telecommunication
171,260,Site Reliability Engineering (SRE): The Big Picture,4964cc1354a44428b4a2aca8d75ba82f,product management
172,261,Kubernetes for Developers: Deploying Your Code,26825793251144b5b6648f66e84e4b04,software development
173,264,Analyzing Network Protocols with Wireshark,1f48f99fd439467089ec4fe50fd15e34,networking and telecommunication
174,265,JIRA Fundamentals,0edd07ec3bc7499a9915cdf001479c68,security
175,268,Test-driven Development: The Big Picture,8dd0d1ddf25a495c89d58350311091c2,software development
176,271,Getting Started with Stream Processing with Spark Streaming,abb6d81a19984659a50231a292370226,data science
177,278,Infrastructure from Code: The Big Picture,dc96d218ef534cbb875032206ecd368d,software development
178,282,Gathering Good Requirements for Developers,ab92159dfe5b4a968bd65cb612c7ab41,product management
179,286,Implementing Amazon Elastic Block Store (EBS),f9e41e1d5b2b4e399a2dae879b7ae309,product management
180,287,How Google does Machine Learning,1cfc9995509f47b6a0475a10a036fded,data science
181,288,Red Hat Enterprise Linux Shell Fundamentals,1f6cdb18303647ad95a8fdabac286776,operating system
182,289,VMware NSX for vSphere Introduction and Installation,0702b7ad51f843e2a3bcd09d3c432d8e,operating system
183,291,"Scaling Applications with Microservices, MassTransit, and RabbitMQ",d5181d33e2124f41b9b8bb95ecb6741f,software development
184,292,UI Development in a Microservices World,e98b0f1edf7b4c4483d893492afd2a30,software development
185,293,VBA Fundamentals,22a7b64c1f34489389e61f29b00e8767,product management
186,297,Cisco ACI Programmability,907bd24d60594646ade64201b3f182da,networking and telecommunication
187,299,Testing Ruby Applications with RSpec,8f3b4860ac5e4b9a8f333fab9d5de266,software development
188,301,Computer Fundamentals: Hardware,ae2f17d8b4f747f8a63615a8c32d980c,hardware
189,306,Demystifying the AWS Certified Machine Learning Specialty Exam,c2c885ca753949a1bc33ba2f4b025869,data science
190,307,Introduction to Wireshark,d57cb75aa37746dcbc6313defda8ea5f,networking and telecommunication
191,308,Searching and Analyzing Data with Elasticsearch: Getting Started,df969996e8154cc08787db280d384ca6,data science
192,317,Getting Started with Wireshark,3d3d93006fab4297bffdb071f96853b6,networking and telecommunication
193,318,Cisco Enterprise Networks: Layer 2 Troubleshooting,90237f9f7c7946df829089a77f51b247,networking and telecommunication
194,319,Cisco Enterprise Networks: Infrastructure Security,675014b33cfe4134aa5869476ee6d0f7,security
195,321,vSphere 7: Installing and Configuring vCenter Server and ESXi Hosts,e6d5695caed242f7b68b828aaea3754e,cloud computing
196,324,JCache Fundamentals,75b683a0c6924f7594105d515dbe53ab,security
197,325,Implementing AWS Networking Security Groups,c6eeab6ab50c4d768e350c46d044e815,security
198,327,Linux Monitoring and Maintenance (LPIC-2),0069d770bba54a4db8c520c9964e4cf4,operating system
199,334,Snowflake Cloud Data Platform: Getting Started,e3e0cb731eed4343bb0ef52c47a03664,cloud computing
200,336,Introduction to Cisco Automation and Software Defined Networks,96873ce7b7ce48aca9c0aa6f79490611,networking and telecommunication
201,337,Building Hardware Labs for CCNA Study,62c52e2540d945cb964eaa17ecd4128e,hardware
202,339,Designing a Hybrid Cloud in Azure,b41e337e438a4982ae154f5fd2f7137e,cloud computing
203,343,Google Cloud Product Fundamentals,505953fb577046d48c661f26376f9b30,cloud computing
204,345,Packaging Applications with Helm for Kubernetes,1ae19611eb004f8c92e445344c256485,cloud computing
205,346,Getting Started with Docker,e9bfb115101e4253a0a6f44876ee1dde,software development
206,348,Cisco Topologies and Troubleshooting for CCNA Studies,52c244bbb6d94df680a7a77acdf11dde,networking and telecommunication
207,350,Python Fundamentals,e7b231116abe49ccb112a68805d2aaf9,software development
208,353,Angular: The Big Picture,df4905825298436c854e288d55f01561,leadership and management
209,361,Architecting for Security on AWS,5f18a6c5599240caab25ad03cf6097fc,security
210,365,Shell Scripting with Bash,7988df8bd4114751a6af40506320a76d,software development
211,370,"Building, Configuring, and Troubleshooting ACLs",78a5ab9c4eb74552b0d396d88e93d9cf,product management
212,380,Structuring Angular Applications with Angular Libraries,eff0552e10f94719aee46c74a49f89d0,software development
213,381,Securing and Monitoring AWS Workloads,3fd055b875a94e3caaa3a2b85bb030ee,security
214,383,Docker for Web Developers,869d5fb1e0924c62848fadda51c42cb8,software development
215,389,React Fundamentals,28567d3442be4beb9c11f902e2dc3bad,software development
216,392,Demystifying the AWS Certified Solutions Architect: Associate Exam,117632db9e73423ba8aa130d4130dbcd,cloud computing
217,394,OneNote for Windows 10,b617e6ec49cc4bc591bd5c7ace7bdf64,operating system
218,395,Getting Started with Hazelcast,5309952c4e5d47289c88b9e0f670aae6,networking and telecommunication
219,396,Architecting for Cost on AWS,ce15df00a8134e4a89543acea8bb68df,cloud computing
220,400,Kubernetes Installation and Configuration Fundamentals,5ecaef1c19bb471abf9bdde613fe6afc,software development
221,403,Troubleshooting Cisco Video Collaboration Endpoints,7f6d11376d604dcfa398817191b31c2b,networking and telecommunication
222,405,AWS Developer: Getting Started,389b6f4ab1b2431097e8ec21df928710,cloud computing
223,407,RxJS in Angular: Reactive Development,ca3899d9699944a3ac1bcbb92caf8475,software development
224,408,Google Cloud Platform Big Data and Machine Learning Fundamentals,4c8ad6ae30624d8c8f74c9bc816092a3,cloud computing
225,411,Angular Architecture and Best Practices,b824724d9d2e4fb58529ea5d59ac924d,product management
226,416,Angular Routing,3ff8ef78a77e4879b377f3226c56d320,networking and telecommunication
227,420,Getting Started with Spring Data REST,76a65360d93b423da5e45e05a89fae14,software development
228,421,Spring Framework: Spring Data JPA,7dda4af7da33428da931619a61e32471,software development
229,422,Java: BDD with Cucumber and Gherkin Getting Started,8b01e8eafbf441069cc87f2b44659dec,software development
230,424,Cisco Nexus 1000v Implementation,aaab8a5ad8d641858ceb5273b309d544,networking and telecommunication
231,426,Advanced JavaScript,5593332d423f41c8b475338e0ad45d69,software development
232,430,Angular Denver '19: Security Thoughts for Angular Developers,c3f14e60a13d435ea9abf342f9502c98,security
233,431,Cisco Core Security: Email Security with Cisco ESA,478127b456d14e9db0d8d8f49dc7ae49,security
234,436,Conducting Passive Reconnaissance for CompTIA PenTest+,d941a6f3c004491ab33e30232fded212,security
235,438,Getting Started with Reverse Engineering,0dfe803b2e7e43e5a96467f01cb2cb8f,security
236,439,Continuous Delivery Using Docker And Ansible,0b5167a1b64845d9b9bc1620b633dfeb,software development
237,440,Getting Started with Ansible,d3f123886bfb4410acea3759c5bd21a7,software development
238,445,Cisco Core Security: Secure Network Access Using Cisco ISE,3c816ee7b7ab4c098949e64cf73b4531,security
239,449,Advanced Branching and Looping in GO,5a1a9ed6895b4c858a2330adc3f04f34,software development
240,450,Creating Custom Data Types with Go,30f9947e0a004890b378c2f19ef20799,data science
241,453,Change It Up!,29b3fde15e80409cb1861519807e899f,personal skills
242,460,Go Fundamentals,05c6fcc09d1d4061a0032112176db141,personal skills
243,462,Cisco Data Center Core: Configuring Networking,44a91536842f4883b1132ad12f8c26e9,networking and telecommunication
244,463,Getting Started with Programming in Java,d96647db6dc34c7bbec00306a8efea7a,software development
245,465,Introduction to Information Security within Cloud Computing,c3ccbc590f8e4cbab40e0ce37ed4afa9,security
246,467,vSphere 7: Introduction,6ab6748b047244be83741b71e8a3d6ae,operating system
247,477,Design Patterns in Java: Creational,5817788b07e4405db50ae8f4a69e6f6f,software development
248,482,Network Services for Cisco CCNA,efdf799d738a4a55b037ee4de753de0a,networking and telecommunication
249,484,C# Design Patterns: Singleton,e1f99c1f4c6347a7aeb45521fe9676bf,software development
250,485,ASP.NET Core 3.0: The MVC Request Life Cycle,9ca4df3a476f4d3abebb0f1a92bc665d,software development
251,494,Managing and Monitoring Access on AWS,b5465a23a588499e8452b9334aa2426d,cloud computing
252,495,Securing Data and Secrets on AWS,638dff7b4e7449caab82b2d7591f56c0,security
253,497,Google Cloud Fundamentals for AWS Professionals,293e97ddd80b4119ad08c5f60245e83e,cloud computing
254,499,GitHub: Getting Started,512f5c77c8314824a0ae75d154bad5f3,software development
255,502,Introduction to Materials in Blender,256c17be23c54e1bb52db10c18692ac7,software development
256,508,Protocol Deep Dive: IPsec,5468362118764f5a93fe60e0b4f9a086,security
257,509,Protocol Deep Dive: DHCP,10e808e2506f49dfad8ba69b3d06ad3f,networking and telecommunication
258,511,"Smart Analytics, Machine Learning, and AI on GCP",3a58a35ceabd4072bed8c5ecdf832b22,data science
259,512,From Collections to Streams in Java 8 Using Lambda Expressions,698c7a1ea72c4c10b2a6543357e28fa4,software development
260,516,Serverless Analytics on AWS,56c8fa5f81a2453db11884e219e6f383,cloud computing
261,517,Introduction to Amazon Elastic MapReduce (EMR),d1b1141a17064d5fb81c369fc6662a0a,cloud computing
262,518,Big Data on Amazon Web Services,c16f058795d643d7a706f61bb77658ca,cloud computing
263,522,Designing Cisco Enterprise Networks: IPv4 and IPv6 Addressing Design,fab028836b61493fb1658e880bee9f95,networking and telecommunication
264,528,Using Jenkins X for Cloud-native CI/CD,3f65730c3b8d4eef954056ddb0a22609,software development
265,535,Cisco CCIE Routing and Switching: Implement BGP,4624383ae57c4d52bce6c0f43900d481,networking and telecommunication
266,542,Maven Fundamentals,3b7917d78172415a844a8b8dd600ba9d,software development
267,544,Testing and Debugging Ansible Automation,06f557a93bbf4c1aa909b65f764837a1,software development
268,547,ES6: The Right Parts,6164067c7b81470eb9b4ed3799244df5,operating system
269,548,JS.Next: ES6,fd16f334299248e08c2c85a5361fd380,software development
270,550,Managing Ingress Traffic Patterns for Kubernetes Services,fb4b88c7c8564d87ab149e7592f52e99,cloud computing
271,553,Git: The Big Picture,47d3674a28b84aadb6b57c2198e471b2,software development
272,554,Hobby Projects Are Awesome: CodeMash,cf9de65c20d94394bed81cd16eb55017,software development
273,559,Django: Getting Started,509f7db857414de2bdf21a0cbba056e9,operating system
274,560,Code School: Digging into Django,5760baac97684e068ed81896f8bf612c,software development
275,561,Django User Authentication,9d361fe858314022aaf8ad7785f84490,security
276,562,Docker and Containers: The Big Picture,de9920498c96418898b5a9d5745e97b0,hardware
277,566,"Building Mobile Apps with Ionic, Angular, and TypeScript",ec1bb075ea2f46329593bbaefcd11b58,software development
278,567,Fusion 360 - Wooden Toy Design,b310bc9dce6848df930931b5dd2b25df,product management
279,568,Designing for CNC and Laser-cutting in Tinkercad,befc0bfad8934359b6f6614bd6dd64e0,product management
280,569,C++ 17: Beyond the Basics ,a500b37b111846998aa651fb82b5b7db,software development
281,570,C++ Standard Library: Associative Containers,08e8abe93d7b428386f29a35ab2a27f6,software development
282,573,Microsoft Azure Cloud Concepts,4206960d8f824e6bb43777b90f11e879,cloud computing
283,574,Demystifying the AWS Certified Security Specialty Exam,c61af4c4f9534247898e16864cbefbcc,security
284,576,Business Transformation with Google Cloud,2d17a265c8294348a9429e684d6b39e6,cloud computing
285,578,Cloud Computing Fundamentals: Cloud Concepts,d47f34ef2c6447b79cbf1e328ce4bea9,cloud computing
286,581,Deploying Microsoft Azure Synapse Analytics and Azure SQL Database,87f7578140dd4c3194d34787ab207062,cloud computing
287,582,Architecting and Implementing Azure Networking,e515a64609f54655b6e06b81989609a9,networking and telecommunication
288,584,Investigations and Incident Management,a6e7337b5c4c40ea88cbf9b396777ef3,security
289,585,Protocol Deep Dive: ICMP,3cb7f54798d441a9896d5e4ed92b72f7,networking and telecommunication
290,587,Web Development with Django and AngularJS,3b4a2473b1c74ca2b5b4886a137d35bf,software development
291,589,Scaling Python Data Applications with Dask,4b7d8d9681c44815a310cb4a7e1ef2cd,software development
292,591,Security Engineering,8a0ea73b7312417fb1e7d260d41ffdab,security
293,596,AWS Network Design: Getting Started,73c7d8e4bd7943aebbca458508928135,cloud computing
294,600,Foundations for Cloud Architecture ,c9ec62aab98f4517a7203b7dd64be862,cloud computing
